"Month Name","Agency","Description","Borough","# of Incidents","Response Times"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","374","3.74"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","374","0.53"
"2020 / 09","FDNY","Average response time to structural fires","Queens","182","323.24"
"2020 / 09","FDNY","Average response time to non-structural fires","Queens","153","366.08"
"2020 / 09","FDNY","Average response time to non-fire emergencies","Queens","5,426","544.47"
"2020 / 09","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,792","490.38"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","335","42.39"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","335","55.52"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","335","1.49"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","335","0.60"
"2020 / 09","FDNY","Average response time to structural fires","Staten Island","44","312.59"
"2020 / 09","FDNY","Average response time to non-structural fires","Staten Island","45","444.31"
"2020 / 09","FDNY","Average response time to non-fire emergencies","Staten Island","1,389","500.06"
"2020 / 09","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","705","469.01"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","89","31.46"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","89","64.04"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","89","3.37"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","89","1.12"
"2020 / 09","FDNY","Average response time to non-structural fires","Unspecified","1","521.00"
"2020 / 09","FDNY","Average response time to non-fire emergencies","Unspecified","20","637.10"
"2020 / 09","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","2","626.50"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Unspecified","1","0.00"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Unspecified","1","100.00"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Unspecified","1","0.00"
"2020 / 09","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Unspecified","1","0.00"
"2020 / 08","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","11,701","500.55"
"2020 / 08","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","10,127","559.49"
"2020 / 08","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","9,615","514.38"
"2020 / 08","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","8,469","539.16"
"2020 / 08","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,971","513.25"
"2020 / 08","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","16","647.19"
"2020 / 08","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","603","459.08"
"2020 / 08","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","10,419","551.20"
"2020 / 08","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","23,157","618.50"
"2020 / 08","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,914","58.45"
"2020 / 08","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","485","479.83"
"2020 / 08","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","9,011","584.35"
"2020 / 08","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","21,028","628.07"
"2020 / 08","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","5,854","45.44"
"2020 / 08","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","464","446.22"
"2020 / 08","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","8,548","543.18"
"2020 / 08","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","19,184","649.93"
"2020 / 08","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","5,910","66.68"
"2020 / 08","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","478","499.18"
"2020 / 08","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","7,472","599.11"
"2020 / 08","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","16,778","633.58"
"2020 / 08","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,667","42.28"
"2020 / 08","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","116","482.48"
"2020 / 08","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,754","561.90"
"2020 / 08","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","3,679","608.61"
"2020 / 08","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,153","55.59"
"2020 / 08","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","2","685.50"
"2020 / 08","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","9","728.56"
"2020 / 08","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","38","870.68"
"2020 / 08","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","6","16.67"
"2020 / 08","FDNY","Average response time to structural fires","Brooklyn","284","272.36"
"2020 / 08","FDNY","Average response time to non-structural fires","Brooklyn","219","335.21"
"2020 / 08","FDNY","Average response time to non-fire emergencies","Brooklyn","8,961","507.42"
"2020 / 08","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","4,065","448.35"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","503","64.61"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","503","33.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","503","2.19"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","503","0.40"
"2020 / 08","FDNY","Average response time to structural fires","Bronx","223","304.66"
"2020 / 08","FDNY","Average response time to non-structural fires","Bronx","140","378.51"
"2020 / 08","FDNY","Average response time to non-fire emergencies","Bronx","6,611","612.96"
"2020 / 08","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,715","546.54"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","363","44.08"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","363","54.27"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","363","1.38"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","363","0.28"
"2020 / 08","FDNY","Average response time to structural fires","Manhattan","186","296.84"
"2020 / 08","FDNY","Average response time to non-structural fires","Manhattan","146","371.51"
"2020 / 08","FDNY","Average response time to non-fire emergencies","Manhattan","6,077","525.15"
"2020 / 08","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,695","495.20"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","332","44.88"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","332","53.01"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","332","1.81"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","332","0.30"
"2020 / 08","FDNY","Average response time to structural fires","Queens","160","326.88"
"2020 / 08","FDNY","Average response time to non-structural fires","Queens","237","406.35"
"2020 / 08","FDNY","Average response time to non-fire emergencies","Queens","6,979","605.46"
"2020 / 08","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,875","496.99"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","397","32.49"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","397","60.71"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","397","6.80"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","397","0.25"
"2020 / 08","FDNY","Average response time to structural fires","Staten Island","43","328.79"
"2020 / 08","FDNY","Average response time to non-structural fires","Staten Island","57","398.68"
"2020 / 08","FDNY","Average response time to non-fire emergencies","Staten Island","1,800","576.23"
"2020 / 08","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","700","467.47"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","100","33.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","100","63.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","100","4.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","100","0.00"
"2020 / 08","FDNY","Average response time to non-structural fires","Unspecified","1","434.00"
"2020 / 08","FDNY","Average response time to non-fire emergencies","Unspecified","18","732.11"
"2020 / 08","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","3","663.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Unspecified","1","0.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Unspecified","1","100.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Unspecified","1","0.00"
"2020 / 08","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Unspecified","1","0.00"
"2020 / 07","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","11,962","491.17"
"2020 / 07","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","10,335","554.27"
"2020 / 07","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","9,800","515.91"
"2020 / 07","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","8,605","540.71"
"2020 / 07","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,936","504.20"
"2020 / 07","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","17","869.00"
"2020 / 07","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","590","458.45"
"2020 / 07","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","10,660","540.61"
"2020 / 07","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","23,488","603.93"
"2020 / 07","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","7,108","60.02"
"2020 / 07","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","467","470.49"
"2020 / 07","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","9,282","585.97"
"2020 / 07","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","21,182","636.94"
"2020 / 07","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","6,176","47.44"
"2020 / 07","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","519","436.07"
"2020 / 07","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","8,643","540.70"
"2020 / 07","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","19,455","647.37"
"2020 / 07","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","5,979","66.27"
"2020 / 07","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","485","504.63"
"2020 / 07","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","7,630","592.71"
"2020 / 07","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","17,246","629.97"
"2020 / 07","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,796","42.62"
"2020 / 07","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","116","499.16"
"2020 / 07","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,735","564.48"
"2020 / 07","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","3,664","604.41"
"2020 / 07","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,155","53.16"
"2020 / 07","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","7","991.00"
"2020 / 07","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","35","1,096.91"
"2020 / 07","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","2","0.00"
"2020 / 07","FDNY","Average response time to structural fires","Brooklyn","295","264.87"
"2020 / 07","FDNY","Average response time to non-structural fires","Brooklyn","342","338.51"
"2020 / 07","FDNY","Average response time to non-fire emergencies","Brooklyn","9,059","488.43"
"2020 / 07","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","4,084","440.50"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","637","61.22"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","637","36.58"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","637","2.04"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","637","0.16"
"2020 / 07","FDNY","Average response time to structural fires","Bronx","257","313.64"
"2020 / 07","FDNY","Average response time to non-structural fires","Bronx","205","388.50"
"2020 / 07","FDNY","Average response time to non-fire emergencies","Bronx","6,786","585.20"
"2020 / 07","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,838","536.87"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","462","37.23"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","462","58.87"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","462","3.68"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","462","0.22"
"2020 / 07","FDNY","Average response time to structural fires","Manhattan","191","288.03"
"2020 / 07","FDNY","Average response time to non-structural fires","Manhattan","195","387.90"
"2020 / 07","FDNY","Average response time to non-fire emergencies","Manhattan","6,232","521.95"
"2020 / 07","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,622","495.30"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","386","47.15"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","386","49.48"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","386","2.59"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","386","0.78"
"2020 / 07","FDNY","Average response time to structural fires","Queens","182","312.51"
"2020 / 07","FDNY","Average response time to non-structural fires","Queens","273","374.63"
"2020 / 07","FDNY","Average response time to non-fire emergencies","Queens","6,031","559.84"
"2020 / 07","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,904","487.16"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","455","35.16"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","455","61.98"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","455","2.86"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","455","0.00"
"2020 / 07","FDNY","Average response time to structural fires","Staten Island","45","324.82"
"2020 / 07","FDNY","Average response time to non-structural fires","Staten Island","58","379.60"
"2020 / 07","FDNY","Average response time to non-fire emergencies","Staten Island","1,521","514.68"
"2020 / 07","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","739","465.48"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","103","29.13"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","103","66.99"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","103","3.88"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","103","0.00"
"2020 / 07","FDNY","Average response time to non-structural fires","Unspecified","1","581.00"
"2020 / 07","FDNY","Average response time to non-fire emergencies","Unspecified","17","773.00"
"2020 / 07","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","2","573.50"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Unspecified","1","0.00"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Unspecified","1","100.00"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Unspecified","1","0.00"
"2020 / 07","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Unspecified","1","0.00"
"2020 / 06","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","11,271","487.52"
"2020 / 06","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","9,657","542.34"
"2020 / 06","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","8,675","495.35"
"2020 / 06","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","7,993","522.58"
"2020 / 06","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,827","502.95"
"2020 / 06","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","12","667.42"
"2020 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","640","448.75"
"2020 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","10,047","538.23"
"2020 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","21,539","590.85"
"2020 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,709","60.92"
"2020 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","500","469.08"
"2020 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","8,742","571.15"
"2020 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","19,817","619.38"
"2020 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","5,767","52.28"
"2020 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","442","436.97"
"2020 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","7,713","525.83"
"2020 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","17,371","615.42"
"2020 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","5,297","68.81"
"2020 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","515","480.72"
"2020 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","7,102","581.29"
"2020 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","15,747","609.84"
"2020 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,473","45.67"
"2020 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","131","490.97"
"2020 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,636","559.70"
"2020 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","3,364","595.42"
"2020 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,034","56.96"
"2020 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","1","854.00"
"2020 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","9","775.33"
"2020 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","29","901.52"
"2020 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","4","50.00"
"2020 / 06","FDNY","Average response time to structural fires","Brooklyn","301","268.85"
"2020 / 06","FDNY","Average response time to non-structural fires","Brooklyn","363","582.59"
"2020 / 06","FDNY","Average response time to non-fire emergencies","Brooklyn","8,129","506.05"
"2020 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","3,970","438.47"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","664","58.43"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","664","39.16"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","664","1.81"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","664","0.60"
"2020 / 06","FDNY","Average response time to structural fires","Bronx","247","308.94"
"2020 / 06","FDNY","Average response time to non-structural fires","Bronx","245","411.60"
"2020 / 06","FDNY","Average response time to non-fire emergencies","Bronx","5,847","589.24"
"2020 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,599","528.76"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","492","38.62"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","492","57.32"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","492","2.85"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","492","1.22"
"2020 / 06","FDNY","Average response time to structural fires","Manhattan","195","293.47"
"2020 / 06","FDNY","Average response time to non-structural fires","Manhattan","275","982.72"
"2020 / 06","FDNY","Average response time to non-fire emergencies","Manhattan","5,301","511.16"
"2020 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,341","481.99"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","470","47.87"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","470","50.00"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","470","1.06"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","470","1.06"
"2020 / 06","FDNY","Average response time to structural fires","Queens","181","309.77"
"2020 / 06","FDNY","Average response time to non-structural fires","Queens","250","401.95"
"2020 / 06","FDNY","Average response time to non-fire emergencies","Queens","5,162","535.28"
"2020 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,766","487.16"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","431","38.28"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","431","57.31"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","431","3.48"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","431","0.93"
"2020 / 06","FDNY","Average response time to structural fires","Staten Island","43","305.19"
"2020 / 06","FDNY","Average response time to non-structural fires","Staten Island","78","378.28"
"2020 / 06","FDNY","Average response time to non-fire emergencies","Staten Island","1,325","512.74"
"2020 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","709","462.58"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","121","31.40"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","121","66.12"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","121","2.48"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","121","0.00"
"2020 / 06","FDNY","Average response time to structural fires","Unspecified","1","745.00"
"2020 / 06","FDNY","Average response time to non-structural fires","Unspecified","1","480.00"
"2020 / 06","FDNY","Average response time to non-fire emergencies","Unspecified","11","826.36"
"2020 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","3","480.33"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Unspecified","2","0.00"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Unspecified","2","50.00"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Unspecified","2","50.00"
"2020 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Unspecified","2","0.00"
"2020 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","10,324","472.53"
"2020 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","9,436","512.63"
"2020 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","7,714","492.26"
"2020 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","7,522","515.04"
"2020 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,811","493.02"
"2020 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","12","730.92"
"2020 / 05","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","696","437.39"
